Badge,Profile,Company,Location,Start Date,Salary,,Posted,Tags,Link
Actively hiring,Telecaller,Peppermint Communications Private Limited,Kalyan,Immediately,2,2.5,6 days ago,Fresher Job,https://internshala.com//job/detail/telecaller-fresher-jobs-in-kalyan-at-peppermint-communications-private-limited1680174583
,Tendering Executive,Vipin Shah And Associates,Mumbai,Immediately,2,2.5,6 days ago,Fresher Job,https://internshala.com//job/detail/tendering-executive-fresher-jobs-in-mumbai-at-vipin-shah-and-associates1680156121
,Hospitality Executive,Bansal Health Square,"Sonipat, Sonipat Sub-District",Immediately,2,2.5,6 days ago,Fresher Job,https://internshala.com//job/detail/hospitality-executive-fresher-jobs-in-sonipat-sonipat-sub-district-at-bansal-health-square1680163822
,Office Administrator,AAVRTTI TECHNOLOGIES PRIVATE LIMITED,Chennai,Immediately,2,2.5,6 days ago,Fresher Job,https://internshala.com//job/detail/office-administrator-fresher-jobs-in-chennai-at-aavrtti-technologies-private-limited1680166671
,Content Writer,Inkcre Media Private Limited,Mumbai,Immediately,2,2.5,6 days ago,Fresher Job,https://internshala.com//job/detail/content-writer-fresher-jobs-in-mumbai-at-inkcre-media-private-limited1678788792
Actively hiring,Customer Service Executive,IJRDO Journal,Gurgaon,Immediately,2,2.5,6 days ago,Fresher Job,https://internshala.com//job/detail/customer-service-executive-fresher-jobs-in-gurgaon-at-ijrdo-journal1680162008
,Workshop Trainers,Blub World,Work from home,Immediately,2,2.5,6 days ago,Fresher Job,https://internshala.com//job/detail/remote-workshop-trainers-fresher-jobs-at-blub-world1680141286
,Graphic Designer,Doon Animal Welfare,Dehradun,Immediately,2,2.5,6 days ago,Fresher Job,https://internshala.com//job/detail/graphic-designer-fresher-jobs-in-dehradun-at-doon-animal-welfare1680094689
,Social Media Manager,Broki Services Private Limited,Delhi,Immediately,2,2.5,7 days ago,Fresher Job,https://internshala.com//job/detail/social-media-manager-fresher-jobs-in-delhi-at-broki-services-private-limited1680081949
,Social Media Marketing Executive,Furniture BoutiQ,Jodhpur,Immediately,2,2.5,7 days ago,Fresher Job,https://internshala.com//job/detail/social-media-marketing-executive-fresher-jobs-in-jodhpur-at-furniture-boutiq1680089496
,IT System Trainee,SynergyConnect Data Innovations Private Limited,Mumbai,Immediately,2,2.5,7 days ago,Fresher Job,https://internshala.com//job/detail/it-system-trainee-fresher-jobs-in-mumbai-at-synergyconnect-data-innovations-private-limited1680076462
,Business Development Executive,IMax Academy,Ghaziabad,Immediately,2,2.5,7 days ago,Fresher Job,https://internshala.com//job/detail/business-development-executive-fresher-jobs-in-ghaziabad-at-imax-academy1680074420
,Corporate Sales Executive,Magictap Solutions,Mumbai,Immediately,2,2.5,7 days ago,Fresher Job,https://internshala.com//job/detail/corporate-sales-executive-fresher-jobs-in-mumbai-at-magictap-solutions1680072999
,Web Developer,Arion Business Services Private Limited,Delhi,Immediately,2,2.5,7 days ago,Fresher Job,https://internshala.com//job/detail/web-developer-fresher-jobs-in-delhi-at-arion-business-services-private-limited1680069229
,Business Development Sales,Nivara Holidays,Work from home,Immediately,2,2.5,7 days ago,Fresher Job,https://internshala.com//job/detail/remote-business-development-sales-fresher-jobs-at-nivara-holidays1680066947
Actively hiring,Data Handler,Fusion Beauty,Delhi,Immediately,2,2.5,7 days ago,Fresher Job,https://internshala.com//job/detail/data-handler-fresher-jobs-in-delhi-at-fusion-beauty1680079146
,Staff Accountant,Sapio Analytics,Mumbai,Immediately,2,2.5,7 days ago,Fresher Job,https://internshala.com//job/detail/staff-accountant-fresher-jobs-in-mumbai-at-sapio-analytics1680026652
Actively hiring,Office Coordinator,Fusion Beauty,Delhi,Immediately,2,2.5,7 days ago,Fresher Job,https://internshala.com//job/detail/office-coordinator-fresher-jobs-in-delhi-at-fusion-beauty1680078260
,Customer Service Representative,Global Multilingual Private Limited,Gurgaon,Immediately,2,2.5,7 days ago,Fresher Job,https://internshala.com//job/detail/customer-service-representative-fresher-jobs-in-gurgaon-at-global-multilingual-private-limited1680073806
,Business Development Executive,Protrainy Skilled Learning Private Limited,Bhubaneswar,Immediately,2,2.5,7 days ago,Fresher Job,https://internshala.com//job/detail/business-development-executive-fresher-jobs-in-bhubaneswar-at-protrainy-skilled-learning-private-limited1680064840
,Social Media Intern,Animeta Private Limited,Mumbai,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/social-media-intern-fresher-jobs-in-mumbai-at-animeta-private-limited1680069919
,Business Development Executive (SEO),SEO Inventiv,Work from home,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/remote-business-development-executive-seo-fresher-jobs-at-seo-inventiv1680068990
,Associate Business Analyst,Digitron Softwares & Technology,Nagpur,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/associate-business-analyst-fresher-jobs-in-nagpur-at-digitron-softwares-technology1680004666
,Business Development Associate,Altois Digital,Mumbai,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/business-development-associate-fresher-jobs-in-mumbai-at-altois-digital1680004868
,Game Developer,Ready Wealth,Pune,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/game-developer-fresher-jobs-in-pune-at-ready-wealth1680008272
,Accountant,G P INFRA,Mumbai,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/accountant-fresher-jobs-in-mumbai-at-g-p-infra1679999561
Actively hiring,Customer Service Executive,Finconvenio Services Private Limited,Chennai,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/customer-service-executive-fresher-jobs-in-chennai-at-finconvenio-services-private-limited1679998941
,Market Research Analyst,Adweek Media Private Limited,Work from home,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/remote-market-research-analyst-fresher-jobs-at-adweek-media-private-limited1679993083
,Digital Marketing Executive,Writeshack,Work from home,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/remote-digital-marketing-executive-fresher-jobs-at-writeshack1679999851
,Junior Media & Public Relations (PR) Executive,Qyuki Digital Media Private Limited,Mumbai,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/junior-media-public-relations-pr-executive-fresher-jobs-in-mumbai-at-qyuki-digital-media-private-limited1679996455
,Operations Manager,Yambur Enterprises Private Limited,Sangla,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/operations-manager-fresher-jobs-in-sangla-at-yambur-enterprises-private-limited1679999744
,Field Sales Executive,Stability Automation,Hyderabad,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/field-sales-executive-fresher-jobs-in-hyderabad-at-stability-automation1679901253
,Customer Service Executive,Pro Styleyn Clothing Private Limited,Aurangabad,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/customer-service-executive-fresher-jobs-in-aurangabad-at-pro-styleyn-clothing-private-limited1679997760
,NURSE,Tricog Health Services,Bangalore,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/nurse-fresher-jobs-in-bangalore-at-tricog-health-services1679996857
,Associate Mechanical Engineer,Prommada Hindustan Private Limited,Pune,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/associate-mechanical-engineer-fresher-jobs-in-pune-at-prommada-hindustan-private-limited1679980705
,Junior Mechanical Engineer,Standard Alloys India Private Limited,Ajmer,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/junior-mechanical-engineer-fresher-jobs-in-ajmer-at-standard-alloys-india-private-limited1679996358
,Junior Graphic Designer,Growthify Media,Gurgaon,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/junior-graphic-designer-fresher-jobs-in-gurgaon-at-growthify-media1679979833
,Graphic Designer,Tanya Creates,Work from home,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/remote-graphic-designer-fresher-jobs-at-tanya-creates1679979470
,Corporate Sales Associate,Riseonic Organization,Indore,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/corporate-sales-associate-fresher-jobs-in-indore-at-riseonic-organization1678102830
Actively hiring,SEO Executive,IDZ Digital Private Limited,"Thane, Navi Mumbai, Mumbai",Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/seo-executive-fresher-jobs-in-multiple-locations-at-idz-digital-private-limited1679984438
,Human Resources (HR) Executive,BASICS OF IMMIGRATION CONSULTANT SERVICES LLP,Delhi,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/human-resources-hr-executive-fresher-jobs-in-delhi-at-basics-of-immigration-consultant-services-llp1679980370
,Human Resources (HR) Executive,Drivedge Infosolutions,Pune,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/human-resources-hr-executive-fresher-jobs-in-pune-at-drivedge-infosolutions1679655465
Actively hiring,Associate Content Writer,Megaminds IT Services,Work from home,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/remote-associate-content-writer-fresher-jobs-at-megaminds-it-services1679942512
,Business Development Executive,ElectricWeb By ACDC Electric Infrastructure Private Limited,Gurgaon,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/business-development-executive-fresher-jobs-in-gurgaon-at-electricweb-by-acdc-electric-infrastructure-private-limited1679923510
,Accountant (Stores),Beyond Automation,Mumbai,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/accountant-stores-fresher-jobs-in-mumbai-at-beyond-automation1679975847
,Accountant,Demould,Delhi,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/accountant-fresher-jobs-in-delhi-at-demould1679934097
,Content Creator,BASICS OF IMMIGRATION CONSULTANT SERVICES LLP,Delhi,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/content-creator-fresher-jobs-in-delhi-at-basics-of-immigration-consultant-services-llp1679920173
,Graphic Designer,Nihal Software,Gurgaon,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/graphic-designer-fresher-jobs-in-gurgaon-at-nihal-software1679912673
,Field Sales Executive,ArtKlub,Bangalore,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/field-sales-executive-fresher-jobs-in-bangalore-at-artklub1679905256
,Online Sales Expert,BIOTEX,Hyderabad,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/online-sales-expert-fresher-jobs-in-hyderabad-at-biotex1679901855
,Telecaller,IFDA Institute,Delhi,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/telecaller-fresher-jobs-in-delhi-at-ifda-institute1679916600
,INTERNATIONAL MARKETING,Monachem Specialties LLP,Vadodara,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/international-marketing-fresher-jobs-in-vadodara-at-monachem-specialties-llp1679923075
,Field Sales Associate,Piyush Kumar,"Delhi, Kolkata, Bangalore, Hyderabad, Jaipur, Noida",Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/field-sales-associate-fresher-jobs-in-multiple-locations-at-piyush-kumar1679669159
,Trainee Engineer,Unifab Engineering Project Pvt. Ltd.,Ambernath,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/trainee-engineer-fresher-jobs-in-ambernath-at-unifab-engineering-project-pvt-ltd1679920060
,HR Recruiter – Mumbai (Hybrid),Bare International,Mumbai,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/hr-recruiter--mumbai-hybrid-fresher-jobs-in-mumbai-at-bare-international1679901340
,Data Entry Associate,Techcushy Software Solutions Private Limited,Bangalore,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/data-entry-associate-fresher-jobs-in-bangalore-at-techcushy-software-solutions-private-limited1679910346
,Video Editor & Graphic Designer,HAND HUNAR PRODUCTIONS,Delhi,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/video-editor-graphic-designer-fresher-jobs-in-delhi-at-hand-hunar-productions1679910428
,Junior Social Media Marketing Executive,Studio 7,Work from home,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/remote-junior-social-media-marketing-executive-fresher-jobs-at-studio-71679910161
Actively hiring,Accountant,TradeReboot Fintech Private Limited,Mumbai,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/accountant-fresher-jobs-in-mumbai-at-tradereboot-fintech-private-limited1679916218
,Legal Associate,Prerna Legal LLP,Hyderabad,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/legal-associate-fresher-jobs-in-hyderabad-at-prerna-legal-llp1679673126
,Social Media Content Creator,Magic Beans Innovations,Bangalore,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/social-media-content-creator-fresher-jobs-in-bangalore-at-magic-beans-innovations1679826823
,Customer Service Executive,SPZ Solutions Private Limited,Delhi,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/customer-service-executive-fresher-jobs-in-delhi-at-spz-solutions-private-limited1679913911
,Business Development Executive,Qualimatrix,Indore,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/business-development-executive-fresher-jobs-in-indore-at-qualimatrix1679906675
Actively hiring,PHP Developer,CodeGenie Technologies LLP,Delhi,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/php-developer-fresher-jobs-in-delhi-at-codegenie-technologies-llp1679912911
,Business Development Associate,8packApps,Work from home,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/remote-business-development-associate-fresher-jobs-at-8packapps1679236932
,Content Writer,Technomine,Ahmedabad,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/content-writer-fresher-jobs-in-ahmedabad-at-technomine1679749095
Actively hiring,Management Trainee (HR),BDHRS Talent 4.0,Ahmedabad,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/management-trainee-hr-fresher-jobs-in-ahmedabad-at-bdhrs-talent-401679907099
Actively hiring,Client Coordinator,D'ART Private Limited,Faridabad,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/client-coordinator-fresher-jobs-in-faridabad-at-dart-private-limited1679900052
,Business Executive,The Curious Bees,Gurgaon,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/business-executive-fresher-jobs-in-gurgaon-at-the-curious-bees1679899010
,Field Sales Executive,Aapka Painter,Bangalore,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/field-sales-executive-fresher-jobs-in-bangalore-at-aapka-painter1679722696
,Marketing Executive,Snatra Pharmaceuticals,Hyderabad,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/marketing-executive-fresher-jobs-in-hyderabad-at-snatra-pharmaceuticals1679891466
Actively hiring,Graphic Designer,The Dreamer Designs,Work from home,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/remote-graphic-designer-fresher-jobs-at-the-dreamer-designs1679898634
,Content Writer,MH01,Mumbai,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/content-writer-fresher-jobs-in-mumbai-at-mh011679889062
,Junior Content Writer,Ono Teas,Navi Mumbai,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/junior-content-writer-fresher-jobs-in-navi-mumbai-at-ono-teas1679888156
,Colour Consultant,Aapka Painter,Bangalore,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/colour-consultant-fresher-jobs-in-bangalore-at-aapka-painter1679723702
,Sales Engineer,Om Greentech Industries,Aurangabad,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/sales-engineer-fresher-jobs-in-aurangabad-at-om-greentech-industries1679839037
,Customer Care Trainee - Ecommerce,Zoci Voci,Ahmedabad,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/customer-care-trainee-ecommerce-fresher-jobs-in-ahmedabad-at-zoci-voci1679901181
Actively hiring,Digital Marketing Executive,Lantrn Marketing,Hyderabad,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/digital-marketing-executive-fresher-jobs-in-hyderabad-at-lantrn-marketing1679899188
,Corporate Sales Executive,Vagus Travel Advisors,Work from home,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/remote-corporate-sales-executive-fresher-jobs-at-vagus-travel-advisors1679650325
,Housekeeping Supervisor,MAK Enterprise (House) India Private Limited,Bangalore,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/housekeeping-supervisor-fresher-jobs-in-bangalore-at-mak-enterprise-house-india-private-limited1679739871
,Admission Counselor,Rkvity Classes Private Limited,Pune,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/admission-counselor-fresher-jobs-in-pune-at-rkvity-classes-private-limited1679895977
,Cafe Staff,Classified Placements,Mumbai,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/cafe-staff-fresher-jobs-in-mumbai-at-classified-placements1679125909
,Junior Photographer,Ayushi Agarwal,Noida,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/junior-photographer-fresher-jobs-in-noida-at-ayushi-agarwal1679724219
Actively hiring,Business Development Associate,Social Bubbles,Pune,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/business-development-associate-fresher-jobs-in-pune-at-social-bubbles1679735343
,Accounting Assistant,Vatsaraj & Company,Mumbai,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/accounting-assistant-fresher-jobs-in-mumbai-at-vatsaraj-company1679894865
,Home Tutor,Home Revise Education Private Limited,"Thane, Mumbai",Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/home-tutor-fresher-jobs-in-thane-mumbai-at-home-revise-education-private-limited1679723528
,Inside Sales Executive,Mykare Health,Kochi,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/inside-sales-executive-fresher-jobs-in-kochi-at-mykare-health1679893667
,Preschool Teacher,CATS LEARNING CENTRE,Pune,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/preschool-teacher-fresher-jobs-in-pune-at-cats-learning-centre1679637168
,Junior Social Media Marketing Associate,AVIT,Delhi,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/junior-social-media-marketing-associate-fresher-jobs-in-delhi-at-avit1679671611
,Junior Architect,PLANT SPACES,Jaipur,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/junior-architect-fresher-jobs-in-jaipur-at-plant-spaces1679747365
,Full Stack Developer,Alive Digital,"Pune, Balewadi",Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/full-stack-developer-fresher-jobs-in-pune-balewadi-at-alive-digital1679743715
,Telecaller,Jayswal Agencies,Bangalore,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/telecaller-fresher-jobs-in-bangalore-at-jayswal-agencies1679659178
,Telecaller,Addicted Travellers LLP,Delhi,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/telecaller-fresher-jobs-in-delhi-at-addicted-travellers-llp1679733200
Actively hiring,Event Management Executive,Peppermint Communications Private Limited,Kalyan,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/event-management-executive-fresher-jobs-in-kalyan-at-peppermint-communications-private-limited1679736472
Actively hiring,Executive Assistant,Peppermint Communications Private Limited,"Kalyan, Bhiwandi",Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/executive-assistant-fresher-jobs-in-kalyan-bhiwandi-at-peppermint-communications-private-limited1679729722
,Junior Web Developer,Sparks To Ideas,"Ahmedabad, Rajkot",Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/junior-web-developer-fresher-jobs-in-ahmedabad-rajkot-at-sparks-to-ideas1679667858
Actively hiring,Digital Marketing Executive,Auriv Learning,Work from home,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/remote-digital-marketing-executive-fresher-jobs-at-auriv-learning1679721615
,Software Developer,Aspricus Technologies Private Limited,Work from home,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/remote-software-developer-fresher-jobs-at-aspricus-technologies-private-limited1679649553
,Graphic Designer,BK3 Studios,Pune,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/graphic-designer-fresher-jobs-in-pune-at-bk3-studios1679661074
,Junior Copywriter,Paarami Digital Consulting,Mumbai,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/junior-copywriter-fresher-jobs-in-mumbai-at-paarami-digital-consulting1679644915
,Digital Marketing Executive,Amoret Enterprises Private Limited,Greater Noida,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/digital-marketing-executive-fresher-jobs-in-greater-noida-at-amoret-enterprises-private-limited1679647281
,Corporate Sales Executive,Paarami Digital Consulting,Mumbai,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/corporate-sales-executive-fresher-jobs-in-mumbai-at-paarami-digital-consulting1679649944
Actively hiring,HUMAN RESOURCES CONSULTANT,Embrace Consulting,Gurgaon,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/human-resources-consultant-fresher-jobs-in-gurgaon-at-embrace-consulting1678963453
,Talent Acquisition Associate,Triumph System And Solutions Private Limited,Mumbai,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/talent-acquisition-associate-fresher-jobs-in-mumbai-at-triumph-system-and-solutions-private-limited1679636686
,Finance Associate,MyShubhLife,Bangalore,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/finance-associate-fresher-jobs-in-bangalore-at-myshubhlife1679636365
,Human Resources (HR) Executive,AppQuarterz Technologies,Work from home,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/remote-human-resources-hr-executive-fresher-jobs-at-appquarterz-technologies1679633421
,Marketing Associate,Aimsite Display Private Limited,Mumbai,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/marketing-associate-fresher-jobs-in-mumbai-at-aimsite-display-private-limited1679641553
Actively hiring,Customer Support,Job Juggler,Delhi,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/customer-support-fresher-jobs-in-delhi-at-fresher-jobs-juggler1679579883
,Customer Care Executive,Babde Private Limited,Hyderabad,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/customer-care-executive-fresher-jobs-in-hyderabad-at-babde-private-limited1679556418
,Human Resources (HR) Executive,TechCiti Technologies Private Limited,Bangalore,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/human-resources-hr-executive-fresher-jobs-in-bangalore-at-techciti-technologies-private-limited1679555865
,Data Entry Specialist,Jaipur City Transport Services Limited,Work from home,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/remote-data-entry-specialist-fresher-jobs-at-jaipur-city-transport-services-limited1679557815
,Sales Officer Trainee,ESAF Small Finance Bank,"Udaipur, Bishalgarh",Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/sales-officer-trainee-fresher-jobs-in-udaipur-bishalgarh-at-esaf-small-finance-bank1679572282
,Human Resources (HR) Executive,Hike Education,Gurgaon,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/human-resources-hr-executive-fresher-jobs-in-gurgaon-at-hike-education1679575536
,ASP.NET Developer,Payvaltechnologies,Ahmedabad,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/aspnet-developer-fresher-jobs-in-ahmedabad-at-payvaltechnologies1679571909
,Sales Officer Trainee,ESAF Small Finance Bank,Delhi,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/sales-officer-trainee-fresher-jobs-in-delhi-at-esaf-small-finance-bank1679571295
,Junior Lawyer,Vikas Padora & Associates,Delhi,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/junior-lawyer-fresher-jobs-in-delhi-at-vikas-padora-associates1679569296
,Sales Executive,Mr. Moustache's Cakes,Gurgaon,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/sales-executive-fresher-jobs-in-gurgaon-at-mr-moustaches-cakes1679566936
,Human Resources (HR) Executive,NPR Connect Private Limited,Navi Mumbai,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/human-resources-hr-executive-fresher-jobs-in-navi-mumbai-at-npr-connect-private-limited1679561334
,Human Resources (HR) Associate,Thakar Exports,Delhi,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/human-resources-hr-associate-fresher-jobs-in-delhi-at-thakar-exports1679560883
,Sales Executive,Brand Liberty,Pune,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/sales-executive-fresher-jobs-in-pune-at-brand-liberty1679559169
,Process Consultant,Right Advisors Private Limited,"Faridabad, Delhi, Gurgaon, North",Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/process-consultant-fresher-jobs-in-multiple-locations-at-right-advisors-private-limited1679556572
,Corporate Sales Executive,Central Trading Company,Mumbai,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/corporate-sales-executive-fresher-jobs-in-mumbai-at-central-trading-company1679547217
,Event Management Executive,Precision Pro Events,Chennai,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/event-management-executive-fresher-jobs-in-chennai-at-precision-pro-events1679493012
,Sales Marketing Executive,HangingPanda Private Limited,"Delhi, Gurgaon, Noida",Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/sales-marketing-executive-fresher-jobs-in-multiple-locations-at-hangingpanda-private-limited1679549126
,Travel Coordinator,TripRoadie,Work from home,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/remote-travel-coordinator-fresher-jobs-at-triproadie1679479865
,Telecaller,BS ENTERPRISES,Chennai,Immediately,2,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/telecaller-fresher-jobs-in-chennai-at-bs-enterprises1679470186
,Recruitment Consultant (US),GEx Search,Ahmedabad,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/recruitment-consultant-us-fresher-jobs-in-ahmedabad-at-gex-search1679493691
,Junior Lawyer,Law Warriors LLP,Noida,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/junior-lawyer-fresher-jobs-in-noida-at-law-warriors-llp1679549128
,Sourcing Specialist,Global Technology Solutions,Bangalore,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/sourcing-specialist-fresher-jobs-in-bangalore-at-global-technology-solutions1679464692
,Off Page SEO Analyst,GiftAFeeling,Work from home,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/remote-off-page-seo-analyst-fresher-jobs-at-giftafeeling1679434242
,Customer Service Executive,Combined Logistics Solutions Private Limited,Delhi,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/customer-service-executive-fresher-jobs-in-delhi-at-combined-logistics-solutions-private-limited1679482953
,HR Recruiter,Gratitude India,Mumbai,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/hr-recruiter-fresher-jobs-in-mumbai-at-gratitude-india1679462834
,Technical Research Writer,IMatiz Technologies,Bangalore,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/technical-research-writer-fresher-jobs-in-bangalore-at-imatiz-technologies1679394158
